quizId,questionId,question,studentId,answer
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,23,PHP
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,24,PASCAL
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,25,Pascal
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,26,Java
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,27,C
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,28,Fortran 
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,29,BASIC
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,30,C
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,31,cobol
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,32,Pascal
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,33,COBOL
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,34,BASIC
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,35,BASIC
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,36,Basic
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,37,no
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,38,objective C
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,39,Java
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,40,BASIC
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,41,pascal
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,42,C
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,43,objective c
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,44,Pascal
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,45,cobol
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,46,BASIC
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,47,Cobol
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,48,Basic
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,49,BASIC
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,50,c#
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,51,Fortron
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,52,BASIC
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,53,Pascal
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,54,Pascal
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,55,Pascal
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,56,Have no idea
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,57,Python
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,58,Pascal
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,59,Fortran
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,60,Objective C
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,61,Fortran
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,62,Basic
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,63,Objective C
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,64,Pascal
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,65,"X Coding, Objective C"
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,66,C++
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,67,C
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,68,C++
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,69,Fortran
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,70,Pascal
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,71,COBOL
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,72,BASIC
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,73,Pascal
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,74,Objective C
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,75,Pascal
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,76,FORTRAN
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,77,Pascal
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,78,Pascal
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,79,Pascal
1,3,What was Paul's programming language in High-School?Hint: he used in on an Apple II,80,basic
